DB,Site,Name,Preferred,Cal_yr_BP,Age_Old,Age_Yng,Max_Elev,Min_Elev,Midpoint,Relative,Use_Relative
14,13,Duncan Lake,Y,2600,,,-0.117583524,-0.6411811,-0.379382312,,N
14,13,Duncan Lake,Y,2550,,,-0.115538028,-0.742114271,-0.428826149,,N
14,13,Duncan Lake,Y,2500,,,-0.113492531,-0.836116818,-0.474804675,,N
14,13,Duncan Lake,Y,2450,,,-0.111447034,-0.82976716,-0.470607097,,N
14,13,Duncan Lake,Y,2400,,,-0.113235294,-0.635208523,-0.374221909,,N
14,13,Duncan Lake,Y,2350,,,-0.118733342,-0.566722839,-0.34272809,,N
14,13,Duncan Lake,Y,2300,,,-0.12410742,-0.500720637,-0.312414028,,N
14,13,Duncan Lake,Y,2250,,,-0.125523771,-0.56164074,-0.343582255,,N
14,13,Duncan Lake,Y,2200,,,-0.154163686,-0.687916558,-0.421040122,,N
14,13,Duncan Lake,Y,2150,,,-0.224935347,-0.885679605,-0.555307476,,N
14,13,Duncan Lake,Y,2100,,,-0.270869904,-1.078264016,-0.67456696,,N
14,13,Duncan Lake,Y,2050,,,-0.237395178,-1.078966991,-0.658181084,,N
14,13,Duncan Lake,Y,2000,,,-0.161788707,-1.001367732,-0.58157822,,N
14,13,Duncan Lake,Y,1950,,,-0.12560395,-0.917193955,-0.521398952,,N
14,13,Duncan Lake,Y,1900,,,-0.180769749,-0.787977651,-0.4843737,,N
14,13,Duncan Lake,Y,1850,,,-0.26359429,-0.892949291,-0.578271791,,N
14,13,Duncan Lake,Y,1800,,,-0.330701361,-1.005468877,-0.668085119,,N
14,13,Duncan Lake,Y,1750,,,-0.312188866,-1.169354276,-0.740771571,,N
14,13,Duncan Lake,Y,1700,,,-0.251810637,-1.086312949,-0.669061793,,N
14,13,Duncan Lake,Y,1650,,,-0.192187647,-0.945222848,-0.568705248,,N
14,13,Duncan Lake,Y,1600,,,-0.148282128,-0.828511291,-0.48839671,,N
14,13,Duncan Lake,Y,1550,,,-0.1185836,-0.802114373,-0.460348987,,N
14,13,Duncan Lake,Y,1500,,,-0.089262691,-0.827119709,-0.4581912,,N
14,13,Duncan Lake,Y,1450,,,-0.081533193,-0.800320066,-0.44092663,,N
14,13,Duncan Lake,Y,1400,,,-0.071333602,-0.749327955,-0.410330778,,N
14,13,Duncan Lake,Y,1350,,,-0.063852042,-0.676977704,-0.370414873,,N
14,13,Duncan Lake,Y,1300,,,-0.061806546,-0.672498397,-0.367152471,,N
14,13,Duncan Lake,Y,1250,,,-0.064763218,-0.657171269,-0.360967243,,N
14,13,Duncan Lake,Y,1200,,,-0.048640984,-0.635731284,-0.342186134,,N
14,13,Duncan Lake,Y,1150,,,-0.04916555,-0.583195657,-0.316180604,,N
14,13,Duncan Lake,Y,1100,,,-0.033865255,-0.611802032,-0.322833643,,N
14,13,Duncan Lake,Y,1050,,,-0.022134641,-0.618360104,-0.320247372,,N
14,13,Duncan Lake,Y,1000,,,0.005560941,-0.62539096,-0.30991501,,N
14,13,Duncan Lake,Y,950,,,0.019157937,-0.54085551,-0.260848786,,N
14,13,Duncan Lake,Y,900,,,0.019157937,-0.45198464,-0.216413351,,N
14,13,Duncan Lake,Y,850,,,0.019157937,-0.35616745,-0.168504756,,N
14,13,Duncan Lake,Y,800,,,0.019157937,-0.283941068,-0.132391565,,N
14,13,Duncan Lake,Y,750,,,0.019157937,-0.259285962,-0.120064012,,N
14,13,Duncan Lake,Y,700,,,0.019157937,-0.221812247,-0.101327155,,N
14,13,Duncan Lake,Y,650,,,0.019157937,-0.196959645,-0.088900854,,N
14,13,Duncan Lake,Y,600,,,0.019157937,-0.119596814,-0.050219439,,N
14,13,Duncan Lake,Y,550,,,0.019157937,-0.080072699,-0.030457381,,N
14,13,Duncan Lake,Y,500,,,0.019157937,-0.040914585,-0.010878324,,N
14,13,Duncan Lake,Y,450,,,0.019157937,-0.03849718,-0.009669621,,N
14,13,Duncan Lake,Y,400,,,0.019157937,-0.036079774,-0.008460919,,N
14,13,Duncan Lake,Y,350,,,0.019157937,-0.033662369,-0.007252216,,N
14,13,Duncan Lake,Y,300,,,0.019157937,-0.031244964,-0.006043513,,N
14,13,Duncan Lake,Y,250,,,0.019157937,-0.028827558,-0.004834811,,N
14,13,Duncan Lake,Y,200,,,0.019157937,-0.026410153,-0.003626108,,N
14,13,Duncan Lake,Y,150,,,0.019157937,-0.023992748,-0.002417405,,N
14,13,Duncan Lake,Y,100,,,0.019157937,-0.021575342,-0.001208703,,N
14,13,Duncan Lake,Y,50,,,0.019157937,-0.019157937,0,,N
15,14,Dune Lake,Y,11195,11309,11095,-11.20916202,3.777201309,-3.715980353,,N
15,14,Dune Lake,Y,10552,10656,10440,-8.52482338,1.427003322,-3.548910029,,N
15,14,Dune Lake,Y,9633,9679,9547,-5.607037915,-0.781091631,-3.194064773,,N
15,14,Dune Lake,Y,8255,8316,8187,-2.757030216,-3.054843467,-2.905936841,,N
15,14,Dune Lake,Y,8120,8180,8045,-2.512186998,-2.877274366,-2.694730682,,N
15,14,Dune Lake,Y,7800,8300,7300,-0.673305796,1.576499041,0.451596622,,N
15,14,Dune Lake,Y,7000,7500,6500,1.147592395,4.589544646,2.86856852,,N
15,14,Dune Lake,Y,4564,4785,4438,1.902328067,5.262931864,3.582629965,,N
15,14,Dune Lake,Y,3481,3557,3401,0.904336019,1.639119204,1.271727612,,N
15,14,Dune Lake,Y,3018,3138,2892,-0.052469812,-0.240174566,-0.146322189,,N
15,14,Dune Lake,Y,1775,1863,1709,0,0,0,,N
16,15,Echo Lake,Y,11900,12310,11450,0,-4,-2,,N
16,15,Echo Lake,Y,10700,10580,10280,-6,-8,-7,,N
16,15,Echo Lake,Y,9500,10000,9000,-3.85,-5.7,-4.78,,N
16,15,Echo Lake,Y,7910,8010,7790,0,-3.8,-1.9,,N
16,15,Echo Lake,Y,5400,5600,5200,0,-4.4,-2.2,,N
16,15,Echo Lake,Y,4500,5000,4000,-4.8,-6.6,-5.7,,N
16,15,Echo Lake,Y,3200,3350,3005,-4.6,-6,-5.3,,N
16,15,Echo Lake,Y,1980,2100,1890,-4.2,-4.6,-4.4,,N
16,15,Echo Lake,Y,0,0,0,-3.6,-3.6,-3.6,,N
17,16,Emerald Lake Leadville,N,15617,15869,15229,-1.78,-3.86,-2.82,,N
17,16,Emerald Lake Leadville,N,7503,7563,7463,-1.78,-2.725,-2.305144273,,N
17,16,Emerald Lake Leadville,N,7500,,,-2.178502299,-2.431786246,-2.305144273,,N
17,16,Emerald Lake Leadville,N,7450,,,-2.210855353,-2.558713001,-2.384784177,,N
17,16,Emerald Lake Leadville,N,7400,,,-2.202711106,-2.689673478,-2.446192292,,N
17,16,Emerald Lake Leadville,N,7350,,,-2.199711001,-2.540185151,-2.369948076,,N
17,16,Emerald Lake Leadville,N,7300,,,-2.157247645,-2.380654504,-2.268951075,,N
17,16,Emerald Lake Leadville,N,7250,,,-2.085257992,-2.304859855,-2.195058924,,N
17,16,Emerald Lake Leadville,N,7200,,,-2.081063421,-2.29657039,-2.188816906,,N
17,16,Emerald Lake Leadville,N,7150,,,-2.080102825,-2.305138664,-2.192620745,,N
17,16,Emerald Lake Leadville,N,7100,,,-2.102318001,-2.298405886,-2.200361943,,N
17,16,Emerald Lake Leadville,N,7050,,,-2.116288384,-2.299375116,-2.20783175,,N
17,16,Emerald Lake Leadville,N,7000,,,-2.111823011,-2.291356454,-2.201589732,,N
17,16,Emerald Lake Leadville,N,6950,,,-2.106545253,-2.282521823,-2.194533538,,N
17,16,Emerald Lake Leadville,N,6900,,,-2.101263906,-2.273690782,-2.187477344,,N
17,16,Emerald Lake Leadville,N,6850,,,-2.105305482,-2.282417683,-2.193861582,,N
17,16,Emerald Lake Leadville,N,6800,,,-2.091790364,-2.257110684,-2.174450524,,N
17,16,Emerald Lake Leadville,N,6750,,,-2.070649254,-2.239972462,-2.155310858,,N
17,16,Emerald Lake Leadville,N,6700,,,-2.104017759,-2.294862929,-2.199440344,,N
17,16,Emerald Lake Leadville,N,6650,,,-2.099372008,-2.287024644,-2.193198326,,N
17,16,Emerald Lake Leadville,N,6600,,,-2.094705972,-2.279206645,-2.186956308,,N
17,16,Emerald Lake Leadville,N,6550,,,-2.030424939,-2.205008121,-2.11771653,,N
17,16,Emerald Lake Leadville,N,6500,,,-2.026285115,-2.196663909,-2.111474512,,N
17,16,Emerald Lake Leadville,N,6450,,,-2.022145292,-2.188319697,-2.105232494,,N
17,16,Emerald Lake Leadville,N,6400,,,-2.018005468,-2.179975485,-2.098990476,,N
17,16,Emerald Lake Leadville,N,6350,,,-2.013865644,-2.171631273,-2.092748458,,N
17,16,Emerald Lake Leadville,N,6300,,,-2.007778961,-2.152379329,-2.080079145,,N
17,16,Emerald Lake Leadville,N,6250,,,-2.003586967,-2.144087288,-2.073837127,,N
17,16,Emerald Lake Leadville,N,6200,,,-1.999391796,-2.135798422,-2.067595109,,N
17,16,Emerald Lake Leadville,N,6150,,,-1.997306348,-2.138254425,-2.067780387,,N
17,16,Emerald Lake Leadville,N,6100,,,-1.993166525,-2.129910214,-2.061538369,,N
17,16,Emerald Lake Leadville,N,6050,,,-1.98736096,-2.112186431,-2.049773696,,N
17,16,Emerald Lake Leadville,N,6000,,,-1.978384959,-2.08196976,-2.03017736,,N
17,16,Emerald Lake Leadville,N,5950,,,-1.962286774,-2.058790833,-2.010538803,,N
17,16,Emerald Lake Leadville,N,5900,,,-1.957375629,-2.049590219,-2.003482924,,N
17,16,Emerald Lake Leadville,N,5850,,,-1.963174995,-2.053335881,-2.008255438,,N
17,16,Emerald Lake Leadville,N,5800,,,-1.962083367,-2.062349105,-2.012216236,,N
17,16,Emerald Lake Leadville,N,5750,,,-1.604022071,-1.939107731,-1.771564901,,N
17,16,Emerald Lake Leadville,N,5700,,,-1.380562299,-1.921424243,-1.650993271,,N
17,16,Emerald Lake Leadville,N,5650,,,-1.122082754,-1.920115668,-1.521099211,,N
17,16,Emerald Lake Leadville,N,5600,,,-1.166508112,-2.068667031,-1.617587571,,N
17,16,Emerald Lake Leadville,N,5550,,,-1.14779519,-2.045684911,-1.59674005,,N
17,16,Emerald Lake Leadville,N,5500,,,-1.068722348,-1.887474731,-1.478098539,,N
17,16,Emerald Lake Leadville,N,5450,,,-0.950888441,-1.732285725,-1.341587083,,N
17,16,Emerald Lake Leadville,N,5400,,,-0.762263333,-1.632716507,-1.19748992,,N
17,16,Emerald Lake Leadville,N,5350,,,-0.716637204,-1.604398716,-1.16051796,,N
17,16,Emerald Lake Leadville,N,5300,,,-0.747910662,-1.372937191,-1.060423927,,N
17,16,Emerald Lake Leadville,N,5250,,,-0.743635522,-1.359657376,-1.051646449,,N
17,16,Emerald Lake Leadville,N,5200,,,-0.739357023,-1.346380921,-1.042868972,,N
17,16,Emerald Lake Leadville,N,5150,,,-0.699959814,-1.550856288,-1.125408051,,N
17,16,Emerald Lake Leadville,N,5100,,,-0.695790134,-1.537471013,-1.116630574,,N
17,16,Emerald Lake Leadville,N,5050,,,-0.691620313,-1.52408588,-1.107853096,,N
17,16,Emerald Lake Leadville,N,5000,,,-0.687450345,-1.510700893,-1.099075619,,N
17,16,Emerald Lake Leadville,N,4950,,,-0.683280226,-1.497316058,-1.090298142,,N
17,16,Emerald Lake Leadville,N,4900,,,-0.679745375,-1.486079706,-1.082912541,,N
17,16,Emerald Lake Leadville,N,4850,,,-0.677464885,-1.478306505,-1.077885695,,N
17,16,Emerald Lake Leadville,N,4800,,,-0.676438767,-1.473996443,-1.075217605,,N
17,16,Emerald Lake Leadville,N,4750,,,-0.684953496,-1.474951297,-1.079952396,,N
17,16,Emerald Lake Leadville,N,4700,,,-0.697966209,-1.481297019,-1.089631614,,N
17,16,Emerald Lake Leadville,N,4650,,,-0.709145343,-1.485448911,-1.097297127,,N
17,16,Emerald Lake Leadville,N,4600,,,-0.84596262,-1.552510005,-1.199236313,,N
17,16,Emerald Lake Leadville,N,4550,,,-1.144972525,-1.613414216,-1.37919337,,N
17,16,Emerald Lake Leadville,N,4500,,,-1.419282369,-1.693080309,-1.556181339,,N
17,16,Emerald Lake Leadville,N,4450,,,-1.433321641,-1.67220439,-1.552763016,,N
17,16,Emerald Lake Leadville,N,4400,,,-1.416283456,-1.655943395,-1.536113425,,N
17,16,Emerald Lake Leadville,N,4350,,,-1.399227666,-1.639700005,-1.519463835,,N
17,16,Emerald Lake Leadville,N,4300,,,-1.367740441,-1.630445873,-1.499093157,,N
17,16,Emerald Lake Leadville,N,4250,,,-1.090531839,-1.534735644,-1.312633741,,N
17,16,Emerald Lake Leadville,N,4200,,,-0.79712244,-1.450380598,-1.123751519,,N
17,16,Emerald Lake Leadville,N,4150,,,-0.671004424,-1.370754809,-1.020879616,,N
17,16,Emerald Lake Leadville,N,4100,,,-0.666054996,-1.357862857,-1.011958926,,N
17,16,Emerald Lake Leadville,N,4050,,,-0.660671766,-1.344216858,-1.002444312,,N
17,16,Emerald Lake Leadville,N,4000,,,-0.651372384,-1.324092848,-0.987732616,,N
17,16,Emerald Lake Leadville,N,3950,,,-0.633252089,-1.292430531,-0.96284131,,N
17,16,Emerald Lake Leadville,N,3900,,,-0.618267664,-1.267762542,-0.943015103,,N
17,16,Emerald Lake Leadville,N,3850,,,-0.601530581,-1.244187293,-0.922858937,,N
17,16,Emerald Lake Leadville,N,3800,,,-0.59484102,-1.228511394,-0.911676207,,N
17,16,Emerald Lake Leadville,N,3750,,,-0.587617106,-1.210286931,-0.898952018,,N
17,16,Emerald Lake Leadville,N,3700,,,-0.4633385,-1.209733291,-0.836535895,,N
17,16,Emerald Lake Leadville,N,3650,,,-0.311327827,-1.201919702,-0.756623765,,N
17,16,Emerald Lake Leadville,N,3600,,,-0.145225424,-1.213680398,-0.679452911,,N
17,16,Emerald Lake Leadville,N,3550,,,-0.10947977,-1.050107571,-0.579793671,,N
17,16,Emerald Lake Leadville,N,3500,,,-0.079310119,-0.936670427,-0.507990273,,N
17,16,Emerald Lake Leadville,N,3450,,,-0.038451494,-0.81366844,-0.426059967,,N
17,16,Emerald Lake Leadville,N,3400,,,-0.029376827,-0.788301747,-0.408839287,,N
17,16,Emerald Lake Leadville,N,3350,,,-0.017845831,-0.764184559,-0.391015195,,N
17,16,Emerald Lake Leadville,N,3300,,,-0.012967587,-0.753089338,-0.383028463,,N
17,16,Emerald Lake Leadville,N,3250,,,-0.018454164,-0.771214765,-0.394834465,,N
17,16,Emerald Lake Leadville,N,3200,,,0.011478786,-0.726752684,-0.357636949,,N
17,16,Emerald Lake Leadville,N,3150,,,0.018911467,-0.706705024,-0.343896779,,N
17,16,Emerald Lake Leadville,N,3100,,,0.032356965,-0.670727213,-0.319185124,,N
17,16,Emerald Lake Leadville,N,3050,,,-0.000850764,-0.680613389,-0.340732077,,N
17,16,Emerald Lake Leadville,N,3000,,,-0.029919942,-0.747688297,-0.388804119,,N
17,16,Emerald Lake Leadville,N,2950,,,-0.184489976,-0.707633818,-0.446061897,,N
17,16,Emerald Lake Leadville,N,2900,,,-0.318987435,-0.677231844,-0.49810964,,N
17,16,Emerald Lake Leadville,N,2850,,,-0.408697547,-0.592078278,-0.500387913,,N
17,16,Emerald Lake Leadville,N,2800,,,-0.403116542,-0.583389725,-0.493253133,,N
17,16,Emerald Lake Leadville,N,2750,,,-0.397535536,-0.574701171,-0.486118354,,N
17,16,Emerald Lake Leadville,N,2700,,,-0.38355437,-0.549514889,-0.46653463,,N
17,16,Emerald Lake Leadville,N,2650,,,-0.361842017,-0.532512389,-0.447177203,,N
17,16,Emerald Lake Leadville,N,2600,,,-0.333369859,-0.522722289,-0.428046074,,N
17,16,Emerald Lake Leadville,N,2550,,,-0.328666866,-0.514513509,-0.421590187,,N
17,16,Emerald Lake Leadville,N,2500,,,-0.321614184,-0.493262745,-0.407438464,,N
17,16,Emerald Lake Leadville,N,2450,,,-0.316867306,-0.485097849,-0.400982578,,N
17,16,Emerald Lake Leadville,N,2400,,,-0.332478475,-0.478757225,-0.40561785,,N
17,16,Emerald Lake Leadville,N,2350,,,-0.330705174,-0.483010424,-0.406857799,,N
17,16,Emerald Lake Leadville,N,2300,,,-0.325942973,-0.474860851,-0.400401912,,N
17,16,Emerald Lake Leadville,N,2250,,,-0.300448906,-0.465260827,-0.382854866,,N
17,16,Emerald Lake Leadville,N,2200,,,-0.295745912,-0.457052046,-0.376398979,,N
17,16,Emerald Lake Leadville,N,2150,,,-0.290991892,-0.448740417,-0.369866155,,N
17,16,Emerald Lake Leadville,N,2100,,,-0.286179888,-0.440311914,-0.363245901,,N
17,16,Emerald Lake Leadville,N,2050,,,-0.299179655,-0.432845246,-0.36601245,,N
17,16,Emerald Lake Leadville,N,2000,,,-0.328471917,-0.477884305,-0.403178111,,N
17,16,Emerald Lake Leadville,N,1950,,,-0.377617474,-0.591324725,-0.484471099,,N
17,16,Emerald Lake Leadville,N,1900,,,-0.380755433,-0.670044872,-0.525400153,,N
17,16,Emerald Lake Leadville,N,1850,,,-0.415317691,-0.712172826,-0.563745259,,N
17,16,Emerald Lake Leadville,N,1800,,,-0.379656376,-0.66904398,-0.524350178,,N
17,16,Emerald Lake Leadville,N,1750,,,-0.366785736,-0.642175441,-0.504480589,,N
17,16,Emerald Lake Leadville,N,1700,,,-0.304226555,-0.590341996,-0.447284275,,N
17,16,Emerald Lake Leadville,N,1650,,,-0.280186269,-0.556213233,-0.418199751,,N
17,16,Emerald Lake Leadville,N,1600,,,-0.262849281,-0.527107455,-0.394978368,,N
17,16,Emerald Lake Leadville,N,1550,,,-0.261161826,-0.512915343,-0.387038585,,N
17,16,Emerald Lake Leadville,N,1500,,,-0.24028803,-0.444827594,-0.342557812,,N
17,16,Emerald Lake Leadville,N,1450,,,-0.209101471,-0.398688727,-0.303895099,,N
17,16,Emerald Lake Leadville,N,1400,,,-0.157653488,-0.353884203,-0.255768845,,N
17,16,Emerald Lake Leadville,N,1350,,,-0.15180621,-0.348197071,-0.250001641,,N
17,16,Emerald Lake Leadville,N,1300,,,-0.145942015,-0.342526856,-0.244234436,,N
17,16,Emerald Lake Leadville,N,1250,,,-0.140060953,-0.336873509,-0.238467231,,N
17,16,Emerald Lake Leadville,N,1200,,,-0.134163082,-0.33123697,-0.232700026,,N
17,16,Emerald Lake Leadville,N,1150,,,-0.142191829,-0.279955634,-0.211073731,,N
17,16,Emerald Lake Leadville,N,1100,,,-0.054045669,-0.224589914,-0.139317791,,N
17,16,Emerald Lake Leadville,N,1050,,,-0.036430828,-0.190436556,-0.113433692,,N
17,16,Emerald Lake Leadville,N,1000,,,0.089813566,-0.199037069,-0.054611751,,N
17,16,Emerald Lake Leadville,N,950,,,0.097046798,-0.185960617,-0.04445691,,N
17,16,Emerald Lake Leadville,N,900,,,0.220531822,-0.194786311,0.012872756,,N
17,16,Emerald Lake Leadville,N,850,,,0.227419319,-0.182376999,0.02252116,,N
17,16,Emerald Lake Leadville,N,800,,,0.125251365,-0.15013631,-0.012442473,,N
17,16,Emerald Lake Leadville,N,750,,,0.024923912,-0.118991497,-0.047033792,,N
17,16,Emerald Lake Leadville,N,700,,,-0.064233142,-0.097897831,-0.081065486,,N
17,16,Emerald Lake Leadville,N,650,,,-0.053793077,-0.086751708,-0.070272393,,N
17,16,Emerald Lake Leadville,N,600,,,-0.043353013,-0.075605586,-0.059479299,,N
17,16,Emerald Lake Leadville,N,550,,,-0.032912948,-0.064459463,-0.048686206,,N
17,16,Emerald Lake Leadville,N,500,,,0.067512573,-0.090873493,-0.01168046,,N
17,16,Emerald Lake Leadville,N,450,,,0.163456233,-0.168193253,-0.00236851,,N
17,16,Emerald Lake Leadville,N,400,,,0.171739841,-0.180859144,-0.004559651,,N
17,16,Emerald Lake Leadville,N,350,,,0.086586788,-0.146911373,-0.030162292,,N
17,16,Emerald Lake Leadville,N,300,,,0.051872928,-0.10858439,-0.028355731,,N
17,16,Emerald Lake Leadville,N,250,,,0.041301559,-0.10744793,-0.033073186,,N
17,16,Emerald Lake Leadville,N,200,,,0.045394769,-0.122608247,-0.038606739,,N
17,16,Emerald Lake Leadville,N,150,,,0.000102301,-0.131276052,-0.065586876,,N
17,16,Emerald Lake Leadville,N,100,,,0.020595401,-0.118272637,-0.048838618,,N
17,16,Emerald Lake Leadville,N,50,,,0.041088501,-0.105269223,-0.032090361,,N
17,16,Emerald Lake Leadville,N,0,,,0.109768292,-0.109768292,0,,N
18,16,Emerald Lake Leadville,Y,15617,15869,15229,-1.78,-3.86,-2.82,,N
18,16,Emerald Lake Leadville,Y,7503,7563,7463,-1.78,-2.725,-2.305144273,,N
18,16,Emerald Lake Leadville,Y,7500,,,-1.965,-3.069135928,-2.517067964,,N
18,16,Emerald Lake Leadville,Y,7450,,,-1.965,-3.053799172,-2.509399586,,N
18,16,Emerald Lake Leadville,Y,7400,,,-1.965,-3.038250518,-2.501625259,,N
18,16,Emerald Lake Leadville,Y,7350,,,-1.965,-3.022712215,-2.493856108,,N
18,16,Emerald Lake Leadville,Y,7300,,,-1.965,-3.007163561,-2.486081781,,N
18,16,Emerald Lake Leadville,Y,7250,,,-1.965,-2.991625259,-2.478312629,,N
18,16,Emerald Lake Leadville,Y,7200,,,-1.965,-2.976076605,-2.470538302,,N
18,16,Emerald Lake Leadville,Y,7150,,,-1.965,-2.960538302,-2.462769151,,N
18,16,Emerald Lake Leadville,Y,7100,,,-1.965,-2.944989648,-2.454994824,,N
18,16,Emerald Lake Leadville,Y,7050,,,-1.965,-2.929450217,-2.447225109,,N
18,16,Emerald Lake Leadville,Y,7000,,,-1.965,-2.913901563,-2.439450781,,N
18,16,Emerald Lake Leadville,Y,6950,,,-1.965,-2.898361003,-2.431680502,,N
18,16,Emerald Lake Leadville,Y,6900,,,-1.965,-2.882813478,-2.423906739,,N
18,16,Emerald Lake Leadville,Y,6850,,,-1.965,-2.867271789,-2.416135895,,N
18,16,Emerald Lake Leadville,Y,6800,,,-1.965,-2.851725392,-2.408362696,,N
18,16,Emerald Lake Leadville,Y,6750,,,-1.965,-2.836182575,-2.400591288,,N
18,16,Emerald Lake Leadville,Y,6700,,,-1.965,-2.820637307,-2.392818654,,N
18,16,Emerald Lake Leadville,Y,6650,,,-1.965,-2.805093361,-2.385046681,,N
18,16,Emerald Lake Leadville,Y,6600,,,-1.965,-2.789549222,-2.377274611,,N
18,16,Emerald Lake Leadville,Y,6550,,,-1.965,-2.774004147,-2.369502074,,N
18,16,Emerald Lake Leadville,Y,6500,,,-1.965,-2.758461137,-2.361730568,,N
18,16,Emerald Lake Leadville,Y,6450,,,-1.965,-2.742914933,-2.353957467,,N
18,16,Emerald Lake Leadville,Y,6400,,,-1.965,-2.727373051,-2.346186526,,N
18,16,Emerald Lake Leadville,Y,6350,,,-1.965,-2.711825719,-2.33841286,,N
18,16,Emerald Lake Leadville,Y,6300,,,-1.965,-2.696284966,-2.330642483,,N
18,16,Emerald Lake Leadville,Y,6250,,,-1.965,-2.680736505,-2.322868253,,N
18,16,Emerald Lake Leadville,Y,6200,,,-1.965,-2.665196881,-2.31509844,,N
18,16,Emerald Lake Leadville,Y,6150,,,-1.965,-2.649648227,-2.307324113,,N
18,16,Emerald Lake Leadville,Y,6100,,,-1.965,-2.634109731,-2.299554865,,N
18,16,Emerald Lake Leadville,Y,6050,,,-1.965,-2.618561077,-2.291780538,,N
18,16,Emerald Lake Leadville,Y,6000,,,-1.965,-2.603022774,-2.284011387,,N
18,16,Emerald Lake Leadville,Y,5950,,,-1.965,-2.587609477,-2.276304738,,N
18,16,Emerald Lake Leadville,Y,5900,,,-1.463333333,-2.454079002,-1.958706168,,N
18,16,Emerald Lake Leadville,Y,5850,,,-1.180028207,-2.372446594,-1.7762374,,N
18,16,Emerald Lake Leadville,Y,5800,,,-0.892181396,-2.289696286,-1.590938841,,N
18,16,Emerald Lake Leadville,Y,5750,,,-0.892181396,-2.26654722,-1.579364308,,N
18,16,Emerald Lake Leadville,Y,5700,,,-0.673819855,-2.189089212,-1.431454534,,N
18,16,Emerald Lake Leadville,Y,5650,,,-0.46,-2.113646871,-1.286823436,,N
18,16,Emerald Lake Leadville,Y,5600,,,-0.46,-2.099236516,-1.279618258,,N
18,16,Emerald Lake Leadville,Y,5550,,,-0.46,-2.08998413,-1.274992065,,N
18,16,Emerald Lake Leadville,Y,5500,,,-0.46,-2.082547825,-1.271273913,,N
18,16,Emerald Lake Leadville,Y,5450,,,-0.510211172,-2.080651892,-1.295431532,,N
18,16,Emerald Lake Leadville,Y,5400,,,-0.510211172,-2.073638563,-1.291924867,,N
18,16,Emerald Lake Leadville,Y,5350,,,-0.510211172,-2.0639341,-1.287072636,,N
18,16,Emerald Lake Leadville,Y,5300,,,-0.509832488,-2.049575852,-1.27970417,,N
18,16,Emerald Lake Leadville,Y,5250,,,-0.609245143,-2.045301153,-1.327273148,,N
18,16,Emerald Lake Leadville,Y,5200,,,-0.658825322,-2.030817316,-1.344821319,,N
18,16,Emerald Lake Leadville,Y,5150,,,-0.608992835,-2.009613065,-1.30930295,,N
18,16,Emerald Lake Leadville,Y,5100,,,-0.50958018,-1.980119214,-1.244849697,,N
18,16,Emerald Lake Leadville,Y,5050,,,-0.46,-1.960120033,-1.210060016,,N
18,16,Emerald Lake Leadville,Y,5000,,,-0.46,-1.942873058,-1.201436529,,N
18,16,Emerald Lake Leadville,Y,4950,,,-0.46,-1.925630054,-1.192815027,,N
18,16,Emerald Lake Leadville,Y,4900,,,-0.46,-1.911820748,-1.185910374,,N
18,16,Emerald Lake Leadville,Y,4850,,,-0.46,-1.901901442,-1.180950721,,N
18,16,Emerald Lake Leadville,Y,4800,,,-0.46,-1.895881865,-1.177940933,,N
18,16,Emerald Lake Leadville,Y,4750,,,-0.46,-1.890323298,-1.175161649,,N
18,16,Emerald Lake Leadville,Y,4700,,,-0.508318196,-1.884076724,-1.19619746,,N
18,16,Emerald Lake Leadville,Y,4650,,,-0.508318196,-1.878534889,-1.193426542,,N
18,16,Emerald Lake Leadville,Y,4600,,,-0.508318196,-1.872994082,-1.190656139,,N
18,16,Emerald Lake Leadville,Y,4550,,,-0.46,-1.868154371,-1.164077185,,N
18,16,Emerald Lake Leadville,Y,4500,,,-0.46,-1.86261139,-1.161305695,,N
18,16,Emerald Lake Leadville,Y,4450,,,-0.46,-1.857068243,-1.158534121,,N
18,16,Emerald Lake Leadville,Y,4400,,,-0.46,-1.851526865,-1.155763433,,N
18,16,Emerald Lake Leadville,Y,4350,,,-0.46,-1.845985953,-1.152992976,,N
18,16,Emerald Lake Leadville,Y,4300,,,-0.46,-1.84044463,-1.150222315,,N
18,16,Emerald Lake Leadville,Y,4250,,,-0.46,-1.834248692,-1.147124346,,N
18,16,Emerald Lake Leadville,Y,4200,,,-0.46,-1.825174578,-1.142587289,,N
18,16,Emerald Lake Leadville,Y,4150,,,-0.505611916,-1.811724602,-1.158668259,,N
18,16,Emerald Lake Leadville,Y,4100,,,-0.729607801,-1.826755329,-1.278181565,,N
18,16,Emerald Lake Leadville,Y,4050,,,-0.905489027,-1.835930059,-1.370709543,,N
18,16,Emerald Lake Leadville,Y,4000,,,-1.032565489,-1.846990108,-1.439777798,,N
18,16,Emerald Lake Leadville,Y,3950,,,-0.978022867,-1.827702279,-1.402862573,,N
18,16,Emerald Lake Leadville,Y,3900,,,-0.786334446,-1.816274125,-1.301304286,,N
18,16,Emerald Lake Leadville,Y,3850,,,-0.258928302,-1.745998022,-1.002463162,,N
18,16,Emerald Lake Leadville,Y,3800,,,0.35436324,-1.668067363,-0.656852062,,N
18,16,Emerald Lake Leadville,Y,3750,,,0.783541834,-1.585517682,-0.400987924,,N
18,16,Emerald Lake Leadville,Y,3700,,,0.748594745,-1.571258731,-0.411331993,,N
