DB,Site,Name,Preferred,Cal_yr_BP,Age_Old,Age_Yng,Max_Elev,Min_Elev,Midpoint,Relative,Use_Relative
12,11,Deep Pond Falmouth,Y,11850,,,-6.332733116,-9.013599173,-7.673166145,,N
12,11,Deep Pond Falmouth,Y,11800,,,-6.330638584,-9.009784936,-7.67021176,,N
12,11,Deep Pond Falmouth,Y,11750,,,-6.328544052,-9.0059707,-7.667257376,,N
12,11,Deep Pond Falmouth,Y,11700,,,-6.32644952,-9.002156463,-7.664302992,,N
12,11,Deep Pond Falmouth,Y,11650,,,-6.324354988,-8.998342227,-7.661348607,,N
12,11,Deep Pond Falmouth,Y,11600,,,-6.322260456,-8.99452799,-7.658394223,,N
12,11,Deep Pond Falmouth,Y,11550,,,-6.802902968,-8.966342845,-7.884622907,,N
12,11,Deep Pond Falmouth,Y,11500,,,-7.054575518,-9.163698573,-8.109137046,,N
12,11,Deep Pond Falmouth,Y,11450,,,-7.049527291,-9.155979855,-8.102753573,,N
12,11,Deep Pond Falmouth,Y,11400,,,-6.441369186,-8.380743374,-7.41105628,,N
12,11,Deep Pond Falmouth,Y,11350,,,-5.683368228,-8.213386257,-6.948377242,,N
12,11,Deep Pond Falmouth,Y,11300,,,-6.135993357,-8.662906575,-7.399449966,,N
12,11,Deep Pond Falmouth,Y,11250,,,-6.018758747,-8.314560569,-7.166659658,,N
12,11,Deep Pond Falmouth,Y,11200,,,-5.38250914,-8.030094627,-6.706301883,,N
12,11,Deep Pond Falmouth,Y,11150,,,-5.379555581,-8.023763134,-6.701659358,,N
12,11,Deep Pond Falmouth,Y,11100,,,-5.666744053,-8.180683598,-6.923713826,,N
12,11,Deep Pond Falmouth,Y,11050,,,-5.663653933,-8.174488667,-6.9190713,,N
12,11,Deep Pond Falmouth,Y,11000,,,-5.370694905,-8.004768658,-6.687731781,,N
12,11,Deep Pond Falmouth,Y,10950,,,-5.369218126,-8.001602911,-6.685410519,,N
12,11,Deep Pond Falmouth,Y,10900,,,-5.366264567,-7.995271419,-6.680767993,,N
12,11,Deep Pond Falmouth,Y,10850,,,-5.578899182,-8.073680025,-6.826289603,,N
12,11,Deep Pond Falmouth,Y,10800,,,-5.57588619,-8.067407966,-6.821647078,,N
12,11,Deep Pond Falmouth,Y,10750,,,-5.572873039,-8.061136066,-6.817004552,,N
12,11,Deep Pond Falmouth,Y,10700,,,-5.390415512,-7.63481263,-6.512614071,,N
12,11,Deep Pond Falmouth,Y,10650,,,-5.590969459,-7.723754395,-6.657361927,,N
12,11,Deep Pond Falmouth,Y,10600,,,-5.683080712,-7.920751977,-6.801916344,,N
12,11,Deep Pond Falmouth,Y,10550,,,-5.714159652,-8.477562635,-7.095861144,,N
12,11,Deep Pond Falmouth,Y,10500,,,-5.97501508,-8.503881657,-7.239448368,,N
12,11,Deep Pond Falmouth,Y,10450,,,-5.971530246,-8.496920809,-7.234225527,,N
12,11,Deep Pond Falmouth,Y,10400,,,-5.968045262,-8.48996011,-7.229002686,,N
12,11,Deep Pond Falmouth,Y,10350,,,-5.963690382,-8.482708676,-7.223199529,,N
12,11,Deep Pond Falmouth,Y,10300,,,-6.136324373,-8.595701626,-7.366013,,N
12,11,Deep Pond Falmouth,Y,10250,,,-6.216086173,-8.80117989,-7.508633032,,N
12,11,Deep Pond Falmouth,Y,10200,,,-6.211971983,-8.793687766,-7.502829875,,N
12,11,Deep Pond Falmouth,Y,10150,,,-6.207857793,-8.786195643,-7.497026718,,N
12,11,Deep Pond Falmouth,Y,10100,,,-6.12064206,-8.567279947,-7.343961003,,N
12,11,Deep Pond Falmouth,Y,10050,,,-6.116468438,-8.559847255,-7.338157846,,N
12,11,Deep Pond Falmouth,Y,10000,,,-6.112294654,-8.552414725,-7.33235469,,N
12,11,Deep Pond Falmouth,Y,9950,,,-6.191046054,-8.755580717,-7.473313385,,N
12,11,Deep Pond Falmouth,Y,9900,,,-6.185861204,-8.746138873,-7.466000038,,N
12,11,Deep Pond Falmouth,Y,9850,,,-6.17854699,-8.732819365,-7.455683178,,N
12,11,Deep Pond Falmouth,Y,9800,,,-6.168550148,-8.71461467,-7.441582409,,N
12,11,Deep Pond Falmouth,Y,9750,,,-6.156231381,-8.692181645,-7.424206513,,N
12,11,Deep Pond Falmouth,Y,9700,,,-6.143004369,-8.668094667,-7.405549518,,N
12,11,Deep Pond Falmouth,Y,9650,,,-6.129777357,-8.644007689,-7.386892523,,N
12,11,Deep Pond Falmouth,Y,9600,,,-6.116550345,-8.619920711,-7.368235528,,N
12,11,Deep Pond Falmouth,Y,9550,,,-6.103323333,-8.595833733,-7.349578533,,N
12,11,Deep Pond Falmouth,Y,9500,,,-6.090096322,-8.571746755,-7.330921538,,N
12,11,Deep Pond Falmouth,Y,9450,,,-6.07686931,-8.547659777,-7.312264543,,N
12,11,Deep Pond Falmouth,Y,9400,,,-5.928042853,-8.098184661,-7.013113757,,N
12,11,Deep Pond Falmouth,Y,9350,,,-5.765546899,-7.944116633,-6.854831766,,N
12,11,Deep Pond Falmouth,Y,9300,,,-5.512723885,-7.881619465,-6.697171675,,N
12,11,Deep Pond Falmouth,Y,9250,,,-5.77921685,-8.138800093,-6.959008472,,N
12,11,Deep Pond Falmouth,Y,9200,,,-5.768013788,-8.116420564,-6.942217176,,N
12,11,Deep Pond Falmouth,Y,9150,,,-5.756809065,-8.094042697,-6.925425881,,N
12,11,Deep Pond Falmouth,Y,9100,,,-5.500234436,-8.040272342,-6.770253389,,N
12,11,Deep Pond Falmouth,Y,9050,,,-5.489202508,-8.01772168,-6.753462094,,N
12,11,Deep Pond Falmouth,Y,9000,,,-5.447992436,-7.754805766,-6.601399101,,N
12,11,Deep Pond Falmouth,Y,8950,,,-5.436789393,-7.732426219,-6.584607806,,N
12,11,Deep Pond Falmouth,Y,8900,,,-5.316734597,-7.550842629,-6.433788613,,N
12,11,Deep Pond Falmouth,Y,8850,,,-5.329408039,-7.241506,-6.285457019,,N
12,11,Deep Pond Falmouth,Y,8800,,,-5.092333169,-6.913861887,-6.003097528,,N
12,11,Deep Pond Falmouth,Y,8750,,,-5.111372085,-6.336322987,-5.723847536,,N
12,11,Deep Pond Falmouth,Y,8700,,,-5.102604967,-6.318970312,-5.71078764,,N
12,11,Deep Pond Falmouth,Y,8650,,,-5.264148935,-5.869469755,-5.566809345,,N
12,11,Deep Pond Falmouth,Y,8600,,,-5.252954738,-5.858275558,-5.555615148,,N
12,11,Deep Pond Falmouth,Y,8550,,,-5.412880653,-5.412880653,-5.412880653,,N
12,11,Deep Pond Falmouth,Y,8500,,,-5.401686456,-5.401686456,-5.401686456,,N
12,11,Deep Pond Falmouth,Y,8450,,,-5.390492259,-5.390492259,-5.390492259,,N
12,11,Deep Pond Falmouth,Y,8400,,,-5.379298062,-5.379298062,-5.379298062,,N
12,11,Deep Pond Falmouth,Y,8350,,,-5.368103865,-5.368103865,-5.368103865,,N
12,11,Deep Pond Falmouth,Y,8300,,,-5.356909668,-5.356909668,-5.356909668,,N
12,11,Deep Pond Falmouth,Y,8250,,,-5.345715471,-5.345715471,-5.345715471,,N
12,11,Deep Pond Falmouth,Y,8200,,,-5.333308248,-5.333308248,-5.333308248,,N
12,11,Deep Pond Falmouth,Y,8150,,,-5.318719323,-5.318719323,-5.318719323,,N
12,11,Deep Pond Falmouth,Y,8100,,,-5.301948695,-5.301948695,-5.301948695,,N
12,11,Deep Pond Falmouth,Y,8050,,,-5.284209392,-5.284209392,-5.284209392,,N
12,11,Deep Pond Falmouth,Y,8000,,,-5.266470089,-5.266470089,-5.266470089,,N
12,11,Deep Pond Falmouth,Y,7950,,,-5.249879102,-5.249879102,-5.249879102,,N
12,11,Deep Pond Falmouth,Y,7900,,,-5.231102989,-5.231102989,-5.231102989,,N
12,11,Deep Pond Falmouth,Y,7850,,,-5.210141701,-5.210141701,-5.210141701,,N
12,11,Deep Pond Falmouth,Y,7800,,,-4.900494671,-5.242704576,-5.071599624,,N
12,11,Deep Pond Falmouth,Y,7750,,,-4.592373244,-5.274984683,-4.933678964,,N
12,11,Deep Pond Falmouth,Y,7700,,,-4.285777441,-5.306982053,-4.796379747,,N
12,11,Deep Pond Falmouth,Y,7650,,,-4.270756705,-5.284919372,-4.777838039,,N
12,11,Deep Pond Falmouth,Y,7600,,,-4.255735991,-5.262856706,-4.759296348,,N
12,11,Deep Pond Falmouth,Y,7550,,,-4.240715255,-5.240794025,-4.74075464,,N
12,11,Deep Pond Falmouth,Y,7500,,,-4.225694519,-5.218731344,-4.722212932,,N
12,11,Deep Pond Falmouth,Y,7450,,,-4.210673805,-5.196668678,-4.703671241,,N
12,11,Deep Pond Falmouth,Y,7400,,,-4.195653069,-5.174605997,-4.685129533,,N
12,11,Deep Pond Falmouth,Y,7350,,,-4.175934992,-5.149462879,-4.662698936,,N
12,11,Deep Pond Falmouth,Y,7300,,,-4.160914037,-5.127400055,-4.644157046,,N
12,11,Deep Pond Falmouth,Y,7250,,,-4.145893118,-5.105337254,-4.625615186,,N
12,11,Deep Pond Falmouth,Y,7200,,,-4.130872382,-5.083274573,-4.607073477,,N
12,11,Deep Pond Falmouth,Y,7150,,,-4.115851646,-5.061211892,-4.588531769,,N
12,11,Deep Pond Falmouth,Y,7100,,,-4.100830932,-5.039149226,-4.569990079,,N
12,11,Deep Pond Falmouth,Y,7050,,,-4.085810196,-5.017086545,-4.55144837,,N
12,11,Deep Pond Falmouth,Y,7000,,,-4.07078946,-4.995023864,-4.532906662,,N
12,11,Deep Pond Falmouth,Y,6950,,,-4.055768746,-4.972961198,-4.514364972,,N
12,11,Deep Pond Falmouth,Y,6900,,,-4.04074801,-4.950898517,-4.495823263,,N
12,11,Deep Pond Falmouth,Y,6850,,,-4.025727274,-4.928835836,-4.477281555,,N
12,11,Deep Pond Falmouth,Y,6800,,,-4.010706355,-4.906773035,-4.458739695,,N
12,11,Deep Pond Falmouth,Y,6750,,,-3.9956854,-4.884710211,-4.440197805,,N
12,11,Deep Pond Falmouth,Y,6700,,,-4.222907733,-4.813782619,-4.518345176,,N
12,11,Deep Pond Falmouth,Y,6650,,,-4.207886997,-4.791719938,-4.499803468,,N
12,11,Deep Pond Falmouth,Y,6600,,,-4.132723788,-4.632240255,-4.382482022,,N
12,11,Deep Pond Falmouth,Y,6550,,,-3.785058516,-4.545349351,-4.165203934,,N
12,11,Deep Pond Falmouth,Y,6500,,,-3.76917679,-4.524147661,-4.146662225,,N
12,11,Deep Pond Falmouth,Y,6450,,,-3.756384072,-4.504695838,-4.130539955,,N
12,11,Deep Pond Falmouth,Y,6400,,,-3.839156731,-4.581156127,-4.210156429,,N
12,11,Deep Pond Falmouth,Y,6350,,,-3.729209025,-4.464896358,-4.097052692,,N
12,11,Deep Pond Falmouth,Y,6300,,,-3.716411221,-4.44544986,-4.08093054,,N
12,11,Deep Pond Falmouth,Y,6250,,,-3.601438559,-4.15006183,-3.875750194,,N
12,11,Deep Pond Falmouth,Y,6200,,,-3.588837404,-4.130418723,-3.859628063,,N
12,11,Deep Pond Falmouth,Y,6150,,,-3.576236225,-4.110775599,-3.843505912,,N
12,11,Deep Pond Falmouth,Y,6100,,,-3.521154829,-4.320251388,-3.920703109,,N
12,11,Deep Pond Falmouth,Y,6050,,,-3.508553674,-4.300608281,-3.904580978,,N
12,11,Deep Pond Falmouth,Y,6000,,,-3.495952495,-4.280965157,-3.888458826,,N
12,11,Deep Pond Falmouth,Y,5950,,,-3.343351108,-4.244846805,-3.794098957,,N
12,11,Deep Pond Falmouth,Y,5900,,,-2.807657271,-3.640594268,-3.224125769,,N
12,11,Deep Pond Falmouth,Y,5850,,,-2.299903726,-3.391264852,-2.845584289,,N
12,11,Deep Pond Falmouth,Y,5800,,,-2.187543032,-3.273260049,-2.730401541,,N
12,11,Deep Pond Falmouth,Y,5750,,,-2.756525925,-3.599966824,-3.178246375,,N
12,11,Deep Pond Falmouth,Y,5700,,,-3.281427431,-3.767659545,-3.524543488,,N
12,11,Deep Pond Falmouth,Y,5650,,,-3.441384018,-3.930055115,-3.685719566,,N
12,11,Deep Pond Falmouth,Y,5600,,,-3.234996227,-4.074260812,-3.65462852,,N
12,11,Deep Pond Falmouth,Y,5550,,,-2.885965883,-3.873685642,-3.379825762,,N
12,11,Deep Pond Falmouth,Y,5500,,,-2.532286549,-3.872202416,-3.202244482,,N
12,11,Deep Pond Falmouth,Y,5450,,,-2.22145354,-3.321158541,-2.771306041,,N
12,11,Deep Pond Falmouth,Y,5400,,,-2.204350177,-3.495704561,-2.850027369,,N
12,11,Deep Pond Falmouth,Y,5350,,,-2.438076405,-3.400092552,-2.919084479,,N
12,11,Deep Pond Falmouth,Y,5300,,,-2.529190226,-3.430622778,-2.979906502,,N
12,11,Deep Pond Falmouth,Y,5250,,,-2.215035436,-3.159780737,-2.687408086,,N
12,11,Deep Pond Falmouth,Y,5200,,,-1.861328018,-3.074733639,-2.468030829,,N
12,11,Deep Pond Falmouth,Y,5150,,,-1.854813797,-3.059068575,-2.456941186,,N
12,11,Deep Pond Falmouth,Y,5100,,,-2.004517041,-3.197802202,-2.601159622,,N
12,11,Deep Pond Falmouth,Y,5050,,,-2.353799497,-3.332357266,-2.843078381,,N
12,11,Deep Pond Falmouth,Y,5000,,,-2.853775086,-3.624850337,-3.239312711,,N
12,11,Deep Pond Falmouth,Y,4950,,,-3.148195897,-3.808344766,-3.478270332,,N
12,11,Deep Pond Falmouth,Y,4900,,,-3.128354578,-3.781540825,-3.454947702,,N
12,11,Deep Pond Falmouth,Y,4850,,,-3.361414798,-3.794536932,-3.577975865,,N
12,11,Deep Pond Falmouth,Y,4800,,,-3.442292273,-3.811330607,-3.62681144,,N
12,11,Deep Pond Falmouth,Y,4750,,,-3.427093009,-3.788655097,-3.607874053,,N
12,11,Deep Pond Falmouth,Y,4700,,,-3.163342866,-3.712820715,-3.438081791,,N
12,11,Deep Pond Falmouth,Y,4650,,,-2.736913631,-3.357973558,-3.047443595,,N
12,11,Deep Pond Falmouth,Y,4600,,,-2.255298938,-2.762551879,-2.508925409,,N
12,11,Deep Pond Falmouth,Y,4550,,,-1.744891115,-2.208408372,-1.976649744,,N
12,11,Deep Pond Falmouth,Y,4500,,,-1.678331999,-2.101662846,-1.889997422,,N
12,11,Deep Pond Falmouth,Y,4450,,,-1.613614745,-2.296699406,-1.955157075,,N
12,11,Deep Pond Falmouth,Y,4400,,,-1.494177285,-2.177261947,-1.835719616,,N
12,11,Deep Pond Falmouth,Y,4350,,,-1.488928764,-2.159358948,-1.824143856,,N
12,11,Deep Pond Falmouth,Y,4300,,,-1.670945508,-2.377007663,-2.023976586,,N
12,11,Deep Pond Falmouth,Y,4250,,,-1.798889175,-2.881073942,-2.339981558,,N
12,11,Deep Pond Falmouth,Y,4200,,,-2.216341501,-2.984687239,-2.60051437,,N
12,11,Deep Pond Falmouth,Y,4150,,,-2.505924333,-2.931899576,-2.718911954,,N
12,11,Deep Pond Falmouth,Y,4100,,,-2.904924209,-2.904924209,-2.904924209,,N
12,11,Deep Pond Falmouth,Y,4050,,,-2.8889497,-2.8889497,-2.8889497,,N
12,11,Deep Pond Falmouth,Y,4000,,,-2.867974936,-2.867974936,-2.867974936,,N
12,11,Deep Pond Falmouth,Y,3950,,,-2.847000144,-2.847000144,-2.847000144,,N
12,11,Deep Pond Falmouth,Y,3900,,,-2.616070468,-2.908769747,-2.762420107,,N
12,11,Deep Pond Falmouth,Y,3850,,,-2.142533765,-2.451735913,-2.297134839,,N
12,11,Deep Pond Falmouth,Y,3800,,,-1.659484896,-2.013288785,-1.836386841,,N
12,11,Deep Pond Falmouth,Y,3750,,,-1.310553022,-1.509309969,-1.409931496,,N
12,11,Deep Pond Falmouth,Y,3700,,,-1.409794965,-1.774441376,-1.592118171,,N
12,11,Deep Pond Falmouth,Y,3650,,,-1.478004561,-1.828928739,-1.65346665,,N
12,11,Deep Pond Falmouth,Y,3600,,,-1.5315862,-1.89485431,-1.713220255,,N
12,11,Deep Pond Falmouth,Y,3550,,,-1.540038811,-1.633932054,-1.586985433,,N
12,11,Deep Pond Falmouth,Y,3500,,,-1.531458065,-1.625351308,-1.578404687,,N
12,11,Deep Pond Falmouth,Y,3450,,,-1.605418713,-1.605418713,-1.605418713,,N
12,11,Deep Pond Falmouth,Y,3400,,,-1.504664235,-1.504664235,-1.504664235,,N
12,11,Deep Pond Falmouth,Y,3350,,,-1.405895527,-1.405895527,-1.405895527,,N
12,11,Deep Pond Falmouth,Y,3300,,,-1.30744565,-1.30744565,-1.30744565,,N
12,11,Deep Pond Falmouth,Y,3250,,,-0.957995838,-0.957995838,-0.957995838,,N
12,11,Deep Pond Falmouth,Y,3200,,,-0.480191893,-0.480191893,-0.480191893,,N
12,11,Deep Pond Falmouth,Y,3150,,,-0.023747311,-0.145242718,-0.084495014,,N
12,11,Deep Pond Falmouth,Y,3100,,,-0.01353727,-0.135032678,-0.074284974,,N
12,11,Deep Pond Falmouth,Y,3050,,,-0.130263776,-0.251759184,-0.19101148,,N
12,11,Deep Pond Falmouth,Y,3000,,,-0.150985244,-0.404126773,-0.277556008,,N
12,11,Deep Pond Falmouth,Y,2950,,,-0.467143726,-0.720285254,-0.59371449,,N
12,11,Deep Pond Falmouth,Y,2900,,,-0.386610031,-0.888515064,-0.637562547,,N
12,11,Deep Pond Falmouth,Y,2850,,,-0.558300326,-1.013934035,-0.78611718,,N
12,11,Deep Pond Falmouth,Y,2800,,,-0.403700445,-1.026443741,-0.715072093,,N
12,11,Deep Pond Falmouth,Y,2750,,,-0.394203384,-1.012389409,-0.703296397,,N
12,11,Deep Pond Falmouth,Y,2700,,,-0.3253146,-0.944575551,-0.634945076,,N
12,11,Deep Pond Falmouth,Y,2650,,,-0.125242426,-0.902406203,-0.513824314,,N
12,11,Deep Pond Falmouth,Y,2600,,,-0.115901353,-0.888195978,-0.502048666,,N
12,11,Deep Pond Falmouth,Y,2550,,,-0.403692538,-0.875792951,-0.639742745,,N
12,11,Deep Pond Falmouth,Y,2500,,,-0.657583833,-0.891935717,-0.774759775,,N
12,11,Deep Pond Falmouth,Y,2450,,,-1.098985603,-1.392809626,-1.245897615,,N
12,11,Deep Pond Falmouth,Y,2400,,,-1.15261641,-1.678974265,-1.415795337,,N
12,11,Deep Pond Falmouth,Y,2350,,,-1.160533752,-1.694805606,-1.427669679,,N
12,11,Deep Pond Falmouth,Y,2300,,,-0.945584029,-1.394015106,-1.169799568,,N
12,11,Deep Pond Falmouth,Y,2250,,,-0.759906417,-1.163339421,-0.961622919,,N
12,11,Deep Pond Falmouth,Y,2200,,,-0.620796058,-1.20831173,-0.914553894,,N
12,11,Deep Pond Falmouth,Y,2150,,,-0.615648339,-1.19608717,-0.905867755,,N
12,11,Deep Pond Falmouth,Y,2100,,,-0.720556285,-1.184743463,-0.952649874,,N
12,11,Deep Pond Falmouth,Y,2050,,,-0.883027683,-1.164402575,-1.023715129,,N
12,11,Deep Pond Falmouth,Y,2000,,,-0.977821171,-1.145225255,-1.061523213,,N
12,11,Deep Pond Falmouth,Y,1950,,,-0.923139425,-1.017867987,-0.970503706,,N
12,11,Deep Pond Falmouth,Y,1900,,,-0.544840844,-0.639569406,-0.592205125,,N
12,11,Deep Pond Falmouth,Y,1850,,,-0.243758677,-0.243758677,-0.243758677,,N
12,11,Deep Pond Falmouth,Y,1800,,,0.031400113,0.031400113,0.031400113,,N
12,11,Deep Pond Falmouth,Y,1750,,,0.045301764,0.045301764,0.045301764,,N
12,11,Deep Pond Falmouth,Y,1700,,,-0.192762265,-0.192762265,-0.192762265,,N
12,11,Deep Pond Falmouth,Y,1650,,,-0.422634661,-0.422634661,-0.422634661,,N
12,11,Deep Pond Falmouth,Y,1600,,,-0.656398344,-0.656398344,-0.656398344,,N
12,11,Deep Pond Falmouth,Y,1550,,,-0.664066766,-0.770258127,-0.717162446,,N
12,11,Deep Pond Falmouth,Y,1500,,,-0.619415276,-0.725606637,-0.672510956,,N
12,11,Deep Pond Falmouth,Y,1450,,,-0.588735831,-0.800123125,-0.694429478,,N
12,11,Deep Pond Falmouth,Y,1400,,,-0.385528924,-0.623771666,-0.504650295,,N
12,11,Deep Pond Falmouth,Y,1350,,,-0.589549617,-0.991084318,-0.790316967,,N
12,11,Deep Pond Falmouth,Y,1300,,,-0.933052658,-1.238988226,-1.086020442,,N
12,11,Deep Pond Falmouth,Y,1250,,,-1.282403066,-1.664055391,-1.473229228,,N
12,11,Deep Pond Falmouth,Y,1200,,,-1.113083366,-1.393386983,-1.253235175,,N
12,11,Deep Pond Falmouth,Y,1150,,,-0.671326602,-1.098172057,-0.884749329,,N
12,11,Deep Pond Falmouth,Y,1100,,,-0.259559396,-0.748831334,-0.504195365,,N
12,11,Deep Pond Falmouth,Y,900,,,-0.029686322,-0.51643633,-0.273061326,,N
12,11,Deep Pond Falmouth,Y,850,,,-0.115470297,-0.562321351,-0.338895824,,N
12,11,Deep Pond Falmouth,Y,800,,,-0.037359641,-0.550861522,-0.294110581,,N
12,11,Deep Pond Falmouth,Y,750,,,-0.209986048,-0.570762343,-0.390374195,,N
12,11,Deep Pond Falmouth,Y,700,,,-0.132789959,-0.436030005,-0.284409982,,N
12,11,Deep Pond Falmouth,Y,650,,,-0.293072261,-0.49769193,-0.395382096,,N
12,11,Deep Pond Falmouth,Y,600,,,-0.247583203,-0.420048351,-0.333815777,,N
12,11,Deep Pond Falmouth,Y,550,,,-0.423904612,-0.423904612,-0.423904612,,N
12,11,Deep Pond Falmouth,Y,500,,,-0.339812986,-0.396469982,-0.368141484,,N
12,11,Deep Pond Falmouth,Y,450,,,-0.411968018,-0.630828115,-0.521398067,,N
12,11,Deep Pond Falmouth,Y,400,,,-0.439253105,-0.658113202,-0.548683153,,N
12,11,Deep Pond Falmouth,Y,350,,,-0.379637675,-0.712988411,-0.546313043,,N
12,11,Deep Pond Falmouth,Y,300,,,-0.214431466,-0.374575409,-0.294503438,,N
12,11,Deep Pond Falmouth,Y,250,,,-0.115207529,-0.30395711,-0.209582319,,N
12,11,Deep Pond Falmouth,Y,200,,,-0.022293707,-0.210029551,-0.116161629,,N
12,11,Deep Pond Falmouth,Y,150,,,0.012180461,-0.254557567,-0.121188553,,N
12,11,Deep Pond Falmouth,Y,100,,,0.018671653,-0.148164813,-0.06474658,,N
12,11,Deep Pond Falmouth,Y,50,,,0.034360375,-0.091374856,-0.02850724,,N
12,11,Deep Pond Falmouth,Y,0,,,0.035049786,-0.035049786,0,,N
13,12,Deming Lake,Y,8530,8580,8435,-1.44,-23.55,-12.5,1,N
13,12,Deming Lake,Y,2429,2464,2363,0,-1.44,-0.72,3,N
13,12,Deming Lake,Y,1371,1386,1352,0,-0.8,-0.4,3,N
13,12,Deming Lake,Y,1368,1383,1349,-0.75,-18.2,-9.47,2,N
13,12,Deming Lake,Y,517,522,509,-0.51,-18.2,-9.35,2,N
13,12,Deming Lake,Y,-58,-58,-58,0,0,0,3,N
14,13,Duncan Lake,Y,19900,,,-2.432219258,-2.496928949,-2.464574103,,N
14,13,Duncan Lake,Y,19850,,,-2.425212095,-2.489337856,-2.457274975,,N
14,13,Duncan Lake,Y,19800,,,-2.289758765,-2.481746763,-2.385752764,,N
14,13,Duncan Lake,Y,19750,,,-2.218431197,-2.47415567,-2.346293434,,N
14,13,Duncan Lake,Y,19700,,,-2.211424035,-2.466564577,-2.338994306,,N
14,13,Duncan Lake,Y,19650,,,-2.331695178,-2.458973484,-2.395334331,,N
14,13,Duncan Lake,Y,19600,,,-2.324688015,-2.45138239,-2.388035202,,N
14,13,Duncan Lake,Y,19550,,,-2.380638753,-2.443791297,-2.412215025,,N
14,13,Duncan Lake,Y,19500,,,-2.37304766,-2.436200204,-2.404623932,,N
14,13,Duncan Lake,Y,19450,,,-2.366040497,-2.428609111,-2.397324804,,N
14,13,Duncan Lake,Y,19400,,,-2.233701462,-2.421018018,-2.32735974,,N
14,13,Duncan Lake,Y,19350,,,-2.101751714,-2.413426925,-2.25758932,,N
14,13,Duncan Lake,Y,19300,,,-2.032759867,-2.405835832,-2.21929785,,N
14,13,Duncan Lake,Y,19250,,,-1.964546594,-2.398244739,-2.181395666,,N
14,13,Duncan Lake,Y,19200,,,-1.851002005,-2.390653645,-2.120827825,,N
14,13,Duncan Lake,Y,19150,,,-1.737812453,-2.383062552,-2.060437503,,N
14,13,Duncan Lake,Y,19100,,,-1.686767979,-2.375471459,-2.031119719,,N
14,13,Duncan Lake,Y,19050,,,-1.726454636,-2.367880366,-2.047167501,,N
14,13,Duncan Lake,Y,19000,,,-1.765980899,-2.360289273,-2.063135086,,N
14,13,Duncan Lake,Y,18950,,,-1.760622777,-2.35269818,-2.056660479,,N
14,13,Duncan Lake,Y,18900,,,-1.754783475,-2.345107087,-2.049945281,,N
14,13,Duncan Lake,Y,18850,,,-1.809177066,-2.337515994,-2.07334653,,N
14,13,Duncan Lake,Y,18800,,,-1.908100004,-2.3299249,-2.119012452,,N
14,13,Duncan Lake,Y,18750,,,-1.902260702,-2.322333808,-2.112297255,,N
14,13,Duncan Lake,Y,18700,,,-1.792266484,-2.314742714,-2.053504599,,N
14,13,Duncan Lake,Y,18650,,,-1.682627302,-2.307151621,-1.994889462,,N
14,13,Duncan Lake,Y,18600,,,-1.610665144,-2.299560528,-1.955112836,,N
14,13,Duncan Lake,Y,18550,,,-1.603899927,-2.291969435,-1.947934681,,N
14,13,Duncan Lake,Y,18500,,,-1.619495937,-2.284378342,-1.95193714,,N
14,13,Duncan Lake,Y,18450,,,-1.67977949,-2.276787249,-1.97828337,,N
14,13,Duncan Lake,Y,18400,,,-1.718788125,-2.269196156,-1.99399214,,N
14,13,Duncan Lake,Y,18350,,,-1.692475873,-2.261605063,-1.977040468,,N
14,13,Duncan Lake,Y,18300,,,-1.65945064,-2.25401397,-1.956732305,,N
14,13,Duncan Lake,Y,18250,,,-1.611132858,-2.246422876,-1.928777867,,N
14,13,Duncan Lake,Y,18200,,,-1.605774736,-2.238831783,-1.92230326,,N
14,13,Duncan Lake,Y,18150,,,-1.584963672,-2.23124069,-1.908102181,,N
14,13,Duncan Lake,Y,18100,,,-1.537608252,-2.223649597,-1.880628925,,N
14,13,Duncan Lake,Y,18050,,,-1.490413226,-2.216058504,-1.853235865,,N
14,13,Duncan Lake,Y,18000,,,-1.443378593,-2.208467411,-1.825923002,,N
14,13,Duncan Lake,Y,17950,,,-1.458765625,-2.200876318,-1.829820971,,N
14,13,Duncan Lake,Y,17900,,,-1.453888685,-2.193285225,-1.823586955,,N
14,13,Duncan Lake,Y,17850,,,-1.427954902,-2.185694131,-1.806824517,,N
14,13,Duncan Lake,Y,17800,,,-1.361779053,-2.178103038,-1.769941046,,N
14,13,Duncan Lake,Y,17750,,,-1.31602757,-2.170511945,-1.743269758,,N
14,13,Duncan Lake,Y,17700,,,-1.209251401,-2.162920852,-1.686086127,,N
14,13,Duncan Lake,Y,17650,,,-1.122969418,-2.155329759,-1.639149588,,N
14,13,Duncan Lake,Y,17600,,,-1.057611714,-2.147738666,-1.60267519,,N
14,13,Duncan Lake,Y,17550,,,-1.241030623,-2.456059954,-1.848545288,,N
14,13,Duncan Lake,Y,17500,,,-1.617495114,-2.764555017,-2.191025065,,N
14,13,Duncan Lake,Y,17450,,,-1.844355108,-3.073223856,-2.458789482,,N
14,13,Duncan Lake,Y,17400,,,-1.91961043,-3.066154088,-2.492882259,,N
14,13,Duncan Lake,Y,17350,,,-1.88070658,-3.059084321,-2.46989545,,N
14,13,Duncan Lake,Y,17300,,,-2.054546851,-3.052014553,-2.553280702,,N
14,13,Duncan Lake,Y,17250,,,-2.109731103,-3.044944785,-2.577337944,,N
14,13,Duncan Lake,Y,17200,,,-2.006956611,-3.037875018,-2.522415815,,N
